Row,i01.a,i01.b,i01.c,i01.d,i01.e,i01.f,i01.g,i01.h,i01.i,i01.j,i01.k,i01.l,i01.m,i01.n,i01.o,i01.w.1,i01.w.2,i02,i05,i10,i11.a,i11.b,i11.c,i12,i13.1,i13.20.11,i13.20.12,i13.20.13,i13.20.14,i13.20.15,i13.20.16,i14.1,i14.2,i14.3,i15.a,i15.b,i15.c,i15.d,i15.e,i15.f,i15.g,i15.h,i15.i,i15.j,i15.k,i16,i17,i18,i19,i20,i20.w,i21.1,i21.w.1,i21.2,i22,i23.1,i23.2,i23.3,i24.a,i24.a.w,i24.b,i24.c,i24.d,i25,i26.a,i26.a.w,i26.b,i26.c,i26.d,i26.d.w,i26.e,i27.a,i27.a.w,i27.41,i27.41.w,i27.42,i27.42.w,i27.43,i27.43.w,i27.44,i27.44.w,i27.45,i27.45.w,i27.5,i28,i29,i30,i31,i32,i33,i34,i35,i36,i37,i37.w.1,i40.11.a,i40.11.b,i40.11.c,i40.11.d,i40.11.e,i40.11.f,i40.11.g,i40.11.h,i40.11.i,i40.11.j,i40.11.k,i40.11.l,i40.12,i40.13,i40.2,i40.3,i41,i45,i45.w,i50.a,i50.b,i51,i52,i55,i60.1,i60.2,i60.3,i61.1,i61.2,i62,i63,i64,i65,i66,i67,i70,i71,i72,i73,i74,i75,i80,i85,i90.1.a,i90.1.b,i90.1.c,i90.1.d,i90.1.e,i90.1.f,i90.1.g,i90.2.a,i90.2.b,i90.2.c,i90.3.a,i90.3.b,i90.4.a,i90.4.b,i90.5.a,i90.5.b,i90.5.c,i90.5.d,i90.5.e,i90.5.f,i91,i92,i93,i95,i99,m01
p74,60.62,51.18,88.23,84.56,21.96,24.12,5.74,92.43,1.28,51.39,75.48,64.26,57.21,0.69,0.06,90.15,59.39,28.44,8.44,96.87,77.59,49.57,25.01,22.36,24.61,92.52,42.37,50.51,29.21,12.01,57.40,16.67,64.84,87.88,41.58,68.55,50.43,90.21,35.21,61.15,63.03,52.44,12.97,80.01,88.03,55.41,95.54,87.04,80.32,93.99,72.81,0.14,17.79,14.13,81.16,65.01,57.35,20.27,84.96,47.70,11.44,12.64,46.89,64.01,2.83,2.43,33.33,50.09,59.98,32.09,97.52,96.60,21.67,74.74,29.44,46.22,99.66,98.17,41.61,94.56,57.03,24.48,87.43,16.39,8.26,70.95,26.46,60.28,97.70,56.07,10.33,43.19,75.53,59.73,96.51,97.07,65.87,71.61,67.80,43.54,26.59,86.11,55.99,43.22,90.05,48.68,3.18,5.71,38.46,58.47,89.28,54.89,6.19,26.15,0.63,6.78,34.28,3.01,22.82,62.49,33.28,2.79,67.31,33.76,12.26,65.59,12.91,59.65,4.92,23.99,31.71,35.26,27.72,51.97,99.21,45.63,89.66,60.78,33.37,65.70,34.81,36.95,27.50,4.63,30.44,66.75,87.32,75.83,68.51,78.75,86.56,96.42,42.55,35.82,94.23,4.70,42.63,36.51,54.31,22.33,6.84,47.05,53.32,6.13
p75,39.69,41.77,6.91,80.49,28.03,97.75,56.74,45.98,73.76,45.93,30.43,31.50,14.82,36.64,97.93,14.20,7.11,63.16,19.38,52.21,19.20,16.88,28.20,95.39,58.26,37.84,57.65,96.50,13.17,6.74,43.12,24.92,67.52,9.35,7.46,50.07,41.31,84.69,54.20,68.66,14.58,9.08,35.98,3.64,18.14,67.49,91.29,64.02,23.52,88.51,18.56,39.54,95.52,86.95,86.02,74.42,23.24,92.62,85.04,40.83,62.63,7.85,7.59,78.71,11.26,33.01,68.53,2.76,1.03,69.01,1.51,28.93,41.07,93.49,60.67,55.25,92.36,73.49,37.19,66.52,90.22,99.86,18.79,22.31,39.34,17.28,17.29,86.96,40.21,73.65,54.90,98.77,17.63,63.88,49.23,14.28,54.51,36.05,47.87,42.98,77.82,29.34,16.00,69.00,30.99,42.35,50.17,55.52,75.67,52.76,68.52,94.46,76.69,22.12,20.49,2.59,99.62,45.95,96.35,92.35,88.40,15.63,55.00,85.29,73.08,71.12,18.71,23.61,47.26,3.05,30.17,22.34,46.65,31.51,8.14,92.28,79.25,84.46,86.84,94.71,92.90,88.45,85.37,87.37,50.12,79.95,76.69,5.10,35.52,52.52,86.56,58.35,40.12,74.01,8.90,18.16,69.03,63.00,21.40,22.01,62.13,15.27,98.47,25.74
p80,52.78,50.77,57.92,64.64,2.16,85.90,3.17,27.52,27.35,21.64,31.56,84.40,97.06,98.66,55.97,35.98,13.92,41.49,92.37,47.57,39.55,12.00,7.73,29.30,81.16,74.44,35.77,12.02,82.23,45.13,13.37,66.33,2.45,20.27,27.64,43.42,63.93,16.11,82.77,34.71,33.90,84.39,94.82,51.72,14.78,21.30,12.81,85.92,53.46,8.07,52.40,54.37,82.50,35.40,78.22,10.07,69.03,23.59,69.67,92.99,69.81,56.54,12.66,30.60,13.13,36.89,1.03,10.32,82.27,49.60,48.10,93.05,78.90,6.16,8.59,63.30,7.70,5.53,23.50,46.61,22.34,43.85,2.07,25.17,64.07,63.89,17.65,57.82,93.67,83.46,97.62,76.30,18.89,79.68,11.37,34.44,5.09,22.98,14.35,53.64,25.29,48.82,28.58,53.56,14.07,1.13,31.79,40.34,54.00,79.33,42.07,59.60,45.76,83.80,96.17,29.43,86.79,21.27,54.45,55.96,35.77,39.22,86.03,44.23,33.60,37.91,75.13,70.21,33.65,55.57,50.44,49.15,28.61,24.46,66.24,90.03,13.62,14.02,82.70,3.87,26.40,82.46,18.21,20.15,59.57,94.15,25.02,56.56,36.76,30.04,54.03,69.60,60.57,83.89,82.98,74.40,64.45,75.12,21.20,65.22,81.19,12.40,48.51,73.55
p85,91.67,20.85,26.80,58.80,23.00,47.57,33.85,37.78,75.70,76.47,10.31,75.88,90.80,94.79,7.40,25.77,98.88,78.31,85.62,57.74,56.73,74.94,74.63,64.40,53.15,56.81,36.68,22.03,76.10,90.11,55.70,71.82,23.05,91.19,65.38,56.89,53.60,16.95,81.19,76.69,61.25,27.81,62.08,96.03,55.12,0.72,23.59,42.34,95.88,90.60,47.67,80.60,69.54,12.66,38.47,58.02,63.05,0.01,7.50,99.44,83.72,47.97,98.64,9.50,13.59,20.55,40.37,11.36,26.74,7.30,10.11,7.73,1.21,76.94,33.22,10.20,72.71,81.46,96.81,53.25,0.72,23.99,19.22,35.75,46.92,65.01,29.43,71.70,18.27,43.67,1.04,45.63,90.18,56.17,47.02,3.77,82.41,43.35,71.63,48.66,9.87,63.40,11.68,52.80,61.17,51.65,70.90,47.71,42.95,64.15,84.03,53.61,2.34,91.04,53.96,19.10,16.90,84.53,7.32,48.69,82.28,89.03,88.89,15.18,72.83,67.46,82.96,45.12,37.46,54.90,57.12,82.72,52.76,43.98,47.35,26.77,93.62,38.22,38.68,18.87,45.19,68.35,7.47,13.93,42.32,39.91,74.07,11.66,60.45,84.51,68.53,24.92,79.71,18.12,67.13,0.61,21.07,28.79,26.80,14.46,48.38,88.86,67.88,62.49
p90.1.a,57.10,70.50,40.82,48.32,52.43,52.49,57.78,88.56,65.08,91.86,12.07,93.91,93.33,80.23,35.37,37.82,80.55,1.35,16.58,38.10,9.31,9.41,28.43,18.39,54.21,96.58,31.36,74.27,36.98,49.55,77.77,95.41,10.72,64.63,8.30,31.87,98.27,41.18,90.81,0.65,48.14,14.17,80.30,97.77,65.73,42.41,38.00,94.23,82.28,8.76,70.28,7.39,90.39,61.02,62.34,46.31,63.15,44.21,68.55,89.78,50.94,6.90,39.03,77.32,39.52,50.80,66.63,20.03,22.82,62.62,74.10,43.20,65.05,98.56,32.22,51.31,5.37,80.35,14.04,3.90,58.20,8.46,32.80,82.01,34.83,25.14,23.80,22.73,96.57,22.48,88.59,86.48,32.69,29.11,91.36,52.85,67.26,57.72,43.75,48.32,36.77,96.93,11.09,13.96,8.71,10.98,87.57,50.11,4.80,10.94,49.64,22.48,67.95,39.43,43.25,34.32,80.85,85.89,5.37,42.52,16.86,14.05,6.34,65.02,7.06,56.67,21.02,38.19,92.24,91.72,64.51,35.96,1.52,40.24,97.90,69.12,3.80,26.02,56.13,14.84,68.40,89.89,65.79,77.82,62.69,32.72,87.81,37.92,10.54,66.10,43.21,38.75,44.01,89.85,65.76,77.80,92.93,69.06,26.59,54.13,30.85,2.74,95.09,5.34
p90.1.b,38.68,26.74,86.88,65.09,7.38,77.76,80.77,76.62,8.67,82.47,49.06,5.29,17.58,87.48,0.69,48.49,58.67,50.30,49.88,10.25,49.98,72.33,36.44,74.25,31.85,96.91,66.29,19.45,38.33,89.85,51.25,25.67,83.96,66.75,49.50,79.66,9.30,90.78,38.13,40.26,43.11,3.70,40.75,98.39,9.30,34.04,44.12,12.36,7.54,32.63,93.80,82.16,35.30,40.52,82.54,70.79,70.36,42.79,2.10,87.00,41.28,47.83,39.27,71.78,49.96,35.09,40.08,81.83,46.47,8.35,61.05,51.01,45.64,57.32,71.01,59.64,19.95,98.70,64.86,4.40,3.56,17.86,95.45,44.13,85.47,64.09,59.99,35.93,23.35,89.14,43.97,73.38,26.71,0.11,67.90,39.95,37.24,20.80,99.90,72.28,77.71,86.81,10.54,96.16,54.71,80.06,90.58,66.27,25.24,13.29,82.20,55.08,80.91,88.73,47.39,13.50,22.27,82.86,16.10,45.76,64.01,71.04,31.10,38.33,87.93,19.86,82.15,72.51,57.66,51.03,73.91,44.92,86.51,98.71,3.45,65.67,36.49,85.11,54.13,74.06,92.53,61.34,12.64,99.59,19.26,64.61,81.00,92.62,66.52,85.44,88.70,56.53,8.54,23.85,7.34,93.93,48.34,93.02,81.28,42.05,70.23,59.19,28.93,33.78
p90.1.c,8.92,9.71,40.25,61.78,52.88,73.66,84.80,67.23,42.78,66.18,14.21,47.95,25.46,72.30,27.05,69.76,60.42,6.12,38.80,3.19,99.50,65.69,63.33,46.38,99.01,74.31,25.64,82.02,83.43,89.06,0.56,12.52,3.98,14.15,44.51,97.94,5.22,40.30,74.01,55.31,49.79,46.72,35.65,47.81,16.11,42.87,62.78,25.53,62.77,3.78,68.22,16.35,80.43,9.71,14.77,23.30,77.55,59.03,18.87,12.30,65.67,7.35,59.24,40.34,33.29,85.17,63.89,22.53,84.48,78.72,34.03,73.42,90.86,12.32,91.72,70.38,34.34,28.08,19.03,91.20,25.55,69.14,44.22,60.11,23.67,77.10,25.41,26.08,32.82,4.30,23.88,82.49,23.38,86.76,75.65,64.83,1.87,45.87,52.66,53.42,91.53,18.88,20.93,89.88,19.95,4.01,3.68,21.76,11.01,10.08,10.33,45.36,62.28,85.77,18.29,11.99,49.07,91.50,92.63,10.44,48.12,82.66,38.97,38.93,39.59,33.65,71.56,52.23,92.61,75.73,57.00,2.89,31.46,57.17,26.35,95.72,80.54,90.79,31.01,47.46,23.61,28.26,37.39,21.99,91.31,65.57,76.92,87.19,82.42,37.14,27.17,20.96,65.17,68.25,92.00,11.14,32.54,17.47,37.52,64.61,92.97,93.12,42.23,66.13
p90.1.d,79.76,38.43,57.26,93.81,43.60,46.07,16.62,28.91,22.17,59.90,4.83,18.03,30.11,1.36,50.56,28.12,64.21,84.53,94.20,43.06,91.35,1.18,16.96,34.56,61.09,29.96,70.21,98.80,23.32,12.74,65.19,71.23,56.11,68.65,17.71,35.84,84.81,51.56,96.74,93.72,23.13,75.62,58.67,48.08,36.05,34.21,53.57,26.27,58.91,78.94,78.98,30.11,38.00,39.75,39.48,49.24,79.68,83.90,92.60,73.32,5.34,72.42,14.77,32.73,69.59,60.89,53.95,2.79,45.96,33.93,23.96,69.88,34.12,77.02,10.87,88.06,28.90,90.88,12.26,62.85,89.60,87.47,45.93,58.48,47.89,79.06,64.36,64.30,90.16,91.51,91.62,19.90,30.34,32.80,56.19,60.21,46.54,83.45,5.37,43.45,84.01,65.83,41.36,11.34,85.47,35.07,84.44,82.29,9.81,91.20,44.55,39.09,51.05,24.43,16.72,81.68,7.26,1.29,78.73,41.02,86.00,32.85,68.04,4.35,28.00,62.36,15.47,36.33,97.59,97.68,10.50,62.20,30.07,56.91,62.35,44.38,24.43,12.78,52.11,2.28,43.82,50.92,11.59,58.01,70.52,34.11,28.51,55.01,75.67,41.63,48.82,31.26,86.90,87.02,67.30,12.87,65.09,9.62,26.93,82.84,57.75,42.87,60.61,76.72
p90.1.e,63.61,70.50,93.91,52.12,1.68,75.63,80.18,38.57,1.65,75.36,77.47,58.43,83.05,66.36,23.49,37.61,10.40,40.94,22.33,44.96,53.17,16.62,49.80,21.33,60.68,4.57,33.70,4.19,80.57,99.90,3.63,53.32,42.56,73.48,95.53,57.06,95.93,30.35,42.73,4.58,99.89,20.46,27.93,60.27,62.54,56.69,90.79,50.26,54.41,76.12,69.34,53.62,25.42,81.53,99.25,68.73,55.39,34.28,66.35,6.48,88.20,99.90,66.75,54.69,37.31,67.53,81.29,81.14,43.55,63.31,57.58,95.06,48.47,99.09,73.25,18.84,47.25,81.66,27.55,55.07,2.75,83.81,2.01,96.43,28.47,80.20,19.05,37.60,20.06,13.66,87.36,55.39,5.57,62.66,87.60,98.59,3.00,37.18,58.40,67.58,79.20,84.76,66.47,61.61,22.13,92.81,11.03,64.18,53.80,64.54,25.77,28.30,27.96,34.74,51.19,84.77,79.75,2.12,35.66,88.96,62.72,84.53,40.11,45.46,84.99,61.92,18.58,90.23,38.10,75.58,73.10,44.76,73.42,22.94,17.40,1.82,58.00,9.05,29.47,20.59,13.49,65.00,96.89,39.67,36.71,97.68,97.47,9.74,64.00,15.15,38.24,6.21,62.65,48.38,43.88,77.85,57.93,48.27,75.67,1.51,76.78,83.12,85.13,73.96
p90.1.f,24.02,21.61,59.24,90.06,93.26,29.38,73.13,30.65,94.12,9.84,63.10,37.79,50.72,14.40,65.76,35.39,76.54,96.14,71.61,83.04,52.22,56.41,29.50,97.95,97.95,19.33,7.83,11.16,83.21,59.68,63.44,22.44,95.60,70.79,32.87,44.59,54.42,76.79,7.55,60.13,62.82,13.00,29.45,28.62,52.91,91.48,52.53,12.01,11.73,70.98,15.26,21.09,65.88,73.13,34.61,0.76,78.53,58.62,48.13,37.74,44.31,44.60,86.13,48.51,38.29,33.44,86.43,61.21,55.44,91.79,56.04,57.45,72.36,48.63,13.05,30.43,40.03,25.20,95.70,72.22,24.02,38.76,11.84,92.68,70.04,81.61,83.28,88.29,74.37,1.77,33.17,84.34,69.67,51.13,58.28,68.95,70.18,3.45,45.24,73.27,3.51,94.93,32.32,68.38,63.59,13.93,6.43,18.01,99.94,7.55,77.08,89.85,98.09,60.01,85.81,42.50,72.44,71.38,36.55,4.90,4.88,73.88,37.17,3.98,44.30,21.67,54.35,40.81,90.60,8.31,18.36,47.72,53.41,47.28,88.56,4.44,54.06,87.27,81.26,82.27,17.90,36.43,1.68,37.65,85.37,65.01,3.27,50.59,53.31,39.59,77.74,77.08,85.86,75.27,52.75,34.35,46.34,59.33,71.89,19.98,65.62,23.83,57.91,64.34
p90.1.g,60.56,84.72,2.43,97.90,53.66,98.99,87.67,41.80,83.16,91.28,24.90,61.52,9.84,46.14,73.74,8.65,18.33,52.20,16.19,35.48,5.95,77.82,77.27,39.63,6.15,61.36,69.18,1.96,42.82,1.67,75.38,25.70,69.49,8.86,17.37,87.64,35.80,79.85,71.51,9.69,74.30,28.03,56.80,50.77,79.32,11.75,10.12,21.06,72.65,86.18,46.24,16.16,92.16,46.76,14.50,52.14,35.76,51.54,3.75,55.67,59.36,62.30,18.37,37.53,49.91,68.12,15.32,84.51,60.29,19.21,43.39,62.21,26.40,67.85,65.26,81.04,91.15,59.45,79.88,22.97,86.84,37.11,81.95,4.09,98.76,26.23,51.84,70.89,15.66,55.57,55.65,11.65,82.59,2.17,57.96,11.39,9.02,82.60,56.71,83.54,15.14,11.59,18.84,6.37,1.62,1.41,55.23,28.53,0.58,35.13,55.48,47.49,24.42,85.13,34.08,7.47,56.64,43.99,64.67,24.93,63.88,9.29,22.17,53.27,15.80,55.19,25.30,45.18,6.72,90.29,16.93,93.25,69.00,28.70,71.17,9.49,40.69,27.31,3.55,7.43,40.19,70.10,35.03,43.84,30.49,19.46,22.44,79.61,76.28,48.11,90.00,32.47,34.88,59.54,55.62,59.57,71.53,8.84,95.50,81.27,50.34,67.52,11.25,22.09
p90.2.a,35.43,30.42,28.00,47.65,93.27,64.21,62.38,92.07,9.80,3.08,62.60,18.36,80.04,61.68,68.71,82.16,19.48,49.66,4.43,37.31,34.68,27.28,73.38,80.30,37.13,71.19,36.33,9.49,19.45,86.40,13.54,28.48,50.60,70.84,18.99,54.41,7.67,22.67,51.02,56.33,83.14,16.39,82.07,64.02,74.61,38.94,73.93,73.89,42.61,58.59,0.16,74.40,78.27,55.92,78.46,85.41,56.60,13.96,9.92,35.17,6.13,97.52,16.16,93.19,8.79,47.22,27.61,32.53,0.10,87.09,17.24,31.93,7.97,1.33,99.75,35.47,41.61,36.02,39.25,92.56,37.69,37.02,36.53,32.05,32.26,43.88,16.10,38.46,87.75,12.58,55.63,54.21,19.76,25.37,28.79,16.74,29.16,1.36,50.81,56.55,11.24,45.76,72.50,67.46,55.77,80.95,46.68,40.34,13.01,67.03,54.31,15.21,22.74,78.50,5.91,89.64,21.32,1.47,5.71,97.05,50.79,58.69,56.20,26.07,73.95,77.92,22.85,33.41,0.17,75.37,8.96,3.89,71.38,26.02,21.65,47.87,67.57,91.94,21.47,21.47,75.83,37.28,17.36,43.39,12.19,22.26,1.58,17.23,43.97,1.51,69.28,80.79,36.36,29.58,82.89,70.64,4.85,44.51,15.80,43.44,98.20,64.27,14.25,45.86
p90.2.b,60.76,4.61,96.61,0.92,35.45,90.97,39.36,52.41,81.85,99.32,68.48,54.94,93.12,11.37,78.11,37.01,87.46,71.51,44.91,29.24,58.83,38.50,73.26,96.51,85.79,95.35,74.72,76.12,49.88,28.39,53.83,45.79,86.47,21.08,56.32,88.75,48.64,33.46,67.77,65.51,5.93,43.57,93.76,68.06,41.55,24.90,45.20,21.21,19.74,47.61,89.99,69.67,80.16,32.41,38.81,37.19,24.57,6.60,84.58,62.10,66.21,84.03,82.06,35.45,39.51,50.48,31.74,71.14,86.58,38.98,73.02,56.58,94.06,80.15,52.53,55.39,70.50,77.51,10.27,63.52,19.82,60.17,77.93,74.68,6.41,41.22,65.49,61.55,50.55,14.95,7.01,31.50,92.45,8.75,23.25,36.44,56.02,61.94,3.22,66.40,19.24,76.81,78.11,84.36,36.57,59.18,75.20,0.33,20.47,29.40,20.70,24.17,94.67,88.54,47.16,90.26,32.91,27.36,80.23,53.59,21.09,63.05,26.73,14.28,61.61,86.83,5.54,20.35,17.38,15.44,54.10,44.56,2.11,76.65,72.55,39.75,56.07,15.75,95.17,20.86,6.28,15.38,98.89,42.52,2.31,68.98,51.23,9.34,31.08,62.16,22.69,34.59,41.36,34.67,18.65,72.30,41.21,48.67,39.12,7.15,27.24,95.19,8.87,66.94
p90.2.c,72.96,85.43,85.72,39.23,17.72,4.16,74.15,66.83,13.04,20.73,57.53,16.09,55.65,74.10,28.18,87.63,77.53,42.84,61.24,91.66,63.07,63.33,32.58,8.99,20.34,5.56,78.42,88.61,23.12,71.06,31.10,73.87,82.42,10.67,3.02,51.92,38.45,47.15,7.33,39.57,45.18,70.21,80.39,34.53,8.03,9.03,71.18,11.68,95.15,29.47,83.73,55.06,60.36,26.70,54.37,84.66,95.40,30.57,3.68,52.60,46.97,65.69,36.68,63.24,83.41,52.43,28.30,54.04,95.42,8.82,84.37,26.53,71.75,65.10,69.05,19.09,70.69,74.19,43.80,16.40,26.35,74.57,11.66,12.53,96.40,3.74,36.17,22.39,77.31,78.15,98.58,67.51,54.56,58.50,28.28,86.42,77.31,62.38,65.35,92.12,55.23,50.66,60.91,86.31,76.57,93.30,40.40,48.73,22.38,72.37,31.53,35.19,48.45,16.77,63.93,64.23,64.26,6.12,70.89,93.77,88.78,20.42,31.14,76.47,61.92,13.00,89.24,36.49,10.74,75.56,82.23,84.07,3.56,75.65,14.22,87.78,60.40,53.15,81.98,10.72,7.79,40.84,26.07,53.32,76.26,81.10,91.60,13.49,42.72,17.30,9.55,19.51,36.47,60.33,87.66,84.51,96.56,7.79,28.63,85.68,9.51,48.22,0.56,28.28
p90.3.a,6.19,17.86,96.14,14.29,94.87,69.07,16.57,33.11,28.05,39.94,75.64,33.02,1.80,80.12,19.33,86.64,67.10,27.78,17.43,35.04,20.88,76.38,99.06,94.39,30.26,96.93,39.40,90.38,55.90,27.77,56.02,0.79,20.16,86.21,65.36,96.88,73.68,29.11,13.33,2.14,59.06,41.93,11.81,90.60,34.11,46.25,73.18,42.67,69.14,99.29,18.65,52.00,51.51,66.60,27.03,70.52,37.80,45.79,64.17,56.92,48.68,10.89,20.45,0.92,78.33,66.51,7.09,91.68,99.09,36.56,90.84,37.88,10.82,17.38,96.19,38.94,52.35,3.70,24.83,86.52,12.11,21.17,45.34,25.62,25.72,80.63,28.54,74.32,79.77,69.36,63.75,15.94,53.39,68.11,55.93,26.95,68.95,50.70,67.09,6.92,83.79,32.12,9.84,90.27,72.49,25.92,69.55,29.11,23.51,48.79,89.27,51.62,81.16,58.99,97.55,10.05,16.69,7.68,22.01,78.36,17.31,76.87,81.57,74.39,50.34,88.76,88.20,87.39,23.22,12.21,71.82,66.54,87.35,53.74,87.61,79.60,43.30,7.66,86.48,97.95,68.20,37.71,75.68,92.29,19.39,42.03,12.55,44.80,70.47,26.09,62.71,88.28,44.35,37.53,57.23,51.48,47.49,71.58,10.37,89.59,68.50,66.18,28.21,23.59
p90.3.b,93.66,43.14,31.14,84.78,5.93,46.70,21.31,85.58,38.27,32.89,0.86,47.79,52.31,32.09,81.42,54.25,72.48,66.67,93.84,56.02,26.24,76.04,31.91,8.54,16.05,91.35,77.55,62.66,47.62,32.49,56.59,75.04,42.15,39.12,21.72,9.63,3.61,66.45,61.21,42.59,51.33,23.03,16.17,29.61,19.51,93.29,53.01,26.92,65.84,5.11,94.62,56.35,49.84,62.61,42.08,77.47,9.87,10.69,73.56,96.53,98.05,77.25,67.99,15.38,12.38,50.31,9.95,51.92,39.42,26.74,44.25,83.41,53.65,62.77,86.22,62.16,43.38,4.44,92.38,84.15,74.45,9.60,96.29,26.66,24.32,61.59,94.75,31.27,15.21,95.64,6.46,49.22,43.24,88.80,18.38,26.70,88.48,80.04,25.01,94.41,8.12,29.68,91.82,60.84,60.47,89.64,62.35,94.84,49.71,69.44,10.08,12.29,54.10,41.61,76.99,43.74,85.98,66.77,34.48,94.61,13.42,19.50,89.59,50.15,91.79,34.47,25.83,33.57,14.09,6.08,76.74,28.71,53.15,1.03,73.58,86.46,79.37,14.85,84.22,32.06,43.77,69.91,29.16,34.59,52.97,52.19,34.51,75.83,64.69,84.86,88.96,95.88,39.52,57.34,27.94,55.10,80.40,21.00,51.00,10.47,22.06,92.08,41.89,88.35
p90.4.a,55.10,70.87,43.40,30.72,53.56,36.36,3.03,7.97,60.77,43.83,71.56,16.17,46.62,4.98,15.38,22.26,89.58,48.03,88.59,19.71,88.18,25.78,44.15,58.41,70.17,75.88,18.49,86.51,66.96,94.18,96.95,39.75,91.13,93.37,33.93,24.12,18.20,28.16,40.86,89.90,2.30,15.29,30.80,52.13,48.87,14.01,31.30,2.31,86.40,6.17,76.75,14.14,16.83,44.37,8.21,62.95,48.67,59.93,94.04,48.99,87.73,18.99,29.47,30.01,35.92,18.27,77.40,73.63,59.69,43.29,86.11,79.97,66.55,31.10,89.95,70.25,25.43,37.07,45.23,24.12,29.88,73.03,62.43,14.78,53.12,55.39,88.08,56.32,45.33,74.61,74.34,1.48,66.42,50.88,55.86,57.03,87.54,49.30,69.86,40.70,46.62,30.84,28.96,96.17,12.16,74.81,36.76,64.35,61.88,89.84,84.99,54.17,99.96,42.78,37.10,12.63,85.89,18.18,87.57,0.14,49.42,25.37,11.36,41.00,12.39,30.53,82.94,20.60,94.19,15.07,96.11,58.25,27.62,77.57,25.61,45.10,52.14,33.86,36.19,69.53,73.82,86.29,87.97,26.87,0.22,31.43,75.64,48.80,86.81,4.65,17.47,27.09,93.59,11.37,82.89,8.84,3.81,84.09,49.66,22.19,25.78,31.64,38.46,47.64
p90.4.b,0.13,7.26,86.78,4.42,60.68,99.42,45.23,55.32,71.84,30.16,29.66,46.37,44.42,35.08,22.14,59.60,70.16,86.25,41.64,15.25,93.56,63.58,84.18,56.69,14.47,86.22,54.36,8.81,57.04,51.30,61.79,29.70,85.21,85.51,91.56,63.89,11.02,26.44,31.30,65.35,57.31,23.69,21.69,61.13,24.48,25.03,46.65,33.83,12.36,37.49,65.70,48.41,35.37,72.13,27.12,72.94,77.90,7.72,91.53,76.52,80.30,12.07,36.30,64.21,52.44,33.63,24.17,2.68,4.26,27.34,19.19,6.10,40.59,79.13,43.29,81.03,4.20,60.58,42.17,82.42,37.77,15.71,95.76,42.82,51.23,32.66,37.61,82.11,72.09,1.78,66.95,54.04,52.77,8.80,83.11,47.76,32.11,77.06,49.22,50.99,87.08,99.45,27.04,71.11,32.28,86.25,68.49,68.15,94.95,57.97,58.33,64.58,91.61,9.62,17.87,83.33,34.69,8.17,10.15,53.11,28.97,48.51,62.18,47.14,16.29,64.04,31.61,22.81,89.91,73.61,70.11,41.97,29.40,36.60,84.03,36.95,5.90,63.21,71.82,61.47,14.94,60.50,19.19,99.05,15.43,58.23,26.34,58.22,87.87,56.81,51.84,69.22,96.29,71.45,80.60,40.27,97.77,92.08,99.01,85.44,38.62,98.60,58.30,95.05
p90.5.a,66.91,56.65,31.60,32.13,47.58,84.42,58.31,55.36,52.74,50.00,9.39,56.61,63.20,87.40,37.27,16.62,9.56,6.25,21.52,46.16,12.92,72.72,63.89,73.34,51.31,72.00,85.03,70.24,4.43,96.21,94.06,17.81,56.90,23.03,84.09,67.33,19.96,97.04,32.76,95.62,91.15,70.37,36.89,90.32,67.93,35.07,95.64,87.51,13.19,90.65,19.18,21.29,22.66,22.16,51.54,74.45,6.44,49.08,71.43,52.82,89.94,47.80,10.80,6.51,22.26,26.91,78.10,67.24,3.17,57.45,36.61,60.15,10.19,57.24,74.88,8.61,89.01,17.67,69.79,27.90,9.68,75.68,53.56,53.75,21.41,58.57,86.26,73.10,69.98,82.86,36.76,3.72,72.75,4.42,82.95,46.20,60.97,30.85,69.46,17.77,69.32,64.98,93.32,49.07,8.77,20.39,87.99,68.34,86.01,15.42,30.73,20.29,60.73,91.42,64.75,5.89,44.12,15.27,31.33,40.86,27.93,82.72,15.61,52.28,83.49,57.84,99.65,6.08,24.41,6.40,38.47,54.02,57.21,74.50,89.44,7.26,12.21,47.30,76.00,47.68,75.77,60.55,96.01,5.90,39.28,70.24,48.74,9.82,13.61,14.79,17.12,28.21,90.97,85.54,14.50,57.90,44.91,69.05,46.56,90.36,78.67,11.52,18.36,73.88
